LocID,Latitude,Longitude,MaxRunwayLen
29S,45.04993611,-110.7466,3200
5U8,47.59652778,-110.2661389,2900
GPI,48.3105,-114.256,9007
07MT,48.42109444,-106.5277167,13500
2MT9,46.52313889,-112.9898333,1500
GTF,47.4823,-111.3702806,10502
24MT,45.61936667,-111.0921944,2600
0MT6,48.03768889,-114.6746194,2400
48S,48.56629444,-108.7740361,4100
21MT,45.74806111,-111.06985,2050
MT42,45.91048333,-111.5138583,1225
HVR,48.54298333,-109.7623417,5205
35MT,45.86183333,-108.6468333,2000
MT72,46.34603333,-114.1762083,3000
HLN,46.60672222,-111.9832778,9000
L51,47.72633333,-108.8750417,2998
MT02,48.53832222,-111.4975,2600
6U5,48.38801944,-107.0832889,2200
6U6,48.86013889,-108.6609444,3140
MT49,47.59361667,-111.2700361,4809
S09,47.61243611,-114.6134639,3550
MT19,47.59104722,-114.0523306,2300
MT40,45.78777778,-108.7272222,2350
26MT,48.83563333,-110.4420167,3400
6U7,46.29347222,-107.1933056,3060
MT41,45.87825833,-112.1172167,3800
MT62,45.60898056,-112.3280056,2000
05MT,45.81662778,-111.1521417,1303
JDN,47.32875,-106.9526889,4300
S27,48.17856944,-114.3037417,3600
0MT4,46.27861111,-114.1411111,1000
MT43,46.34631944,-112.3436278,2100
MT3,47.61666667,-108.8480556,2100
4MT1,45.82068889,-111.1451806,2800
MT05,45.66805,-104.7032917,2600
MT03,47.99340833,-114.2243056,3376
11MT,46.46277778,-109.4905556,1769
MT21,47.05361111,-112.5461111,3600
MT57,45.73359444,-108.6741583,2515
MT60,48.81441667,-114.3540306,2400
MT50,45.08776389,-104.8194139,3000
6S8,45.70517778,-108.7607722,5199
80S,46.30727778,-108.9548056,3460
LC0,47.88527778,-109.0227778,1600
LWT,47.04925,-109.4666944,6100
S59,48.28383333,-115.4902222,5003
LTY,48.51072222,-110.9908639,4607
S69,46.95470278,-112.6502167,4240
12MT,48.77416667,-110.4416111,1780
MT69,47.727725,-115.4646139,2646
OLF,48.0945,-105.5750556,5091
0MT9,48.48333333,-114.4925,1500
MT46,46.54729167,-111.8897222,1800
3MT4,48.5135,-109.0646667,3650
M75,48.36694444,-107.9193333,4500
93MT,48.10083333,-114.0891667,1372
08MT,47.06386389,-108.8173694,2600
0S1,47.84936389,-113.4174194,2830
9S4,47.16825833,-114.8537417,3450
LVM,45.69941667,-110.4480278,5701
MSO,46.91630556,-114.0905556,9501
86MT,48.99777778,-114.4747222,2100
19MT,46.83806944,-108.9368333,6000
MT58,47.766675,-106.1880778,2500
MT52,47.0777,-114.4126194,2640
1MT0,45.06742778,-111.2971778,4000
3MT6,45.63427222,-111.1143306,2300
30MT,46.57092778,-112.2379417,1304
MT04,48.40418889,-106.0089028,3100
S00,48.86669167,-106.4172556,2675
MT13,45.67601944,-108.5706333,1807
MT36,45.81893056,-111.6958861,1852
MT94,45.24659444,-111.3285667,900
MT01,47.61669167,-110.0925333,2400
9MT0,45.40291944,-107.7742139,3550
45MT,48.62833333,-110.4696667,2600
MT77,47.6083,-110.9055083,2040
MT81,46.90948333,-114.4653722,2138
9MT9,45.79083333,-111.1247222,2500
0MT7,47.66077778,-115.4040556,3800
S34,47.47355556,-114.9070833,4651
04MT,47.13749722,-106.4880944,2100
8S1,47.69544444,-114.1852778,4194
PO1,48.13441667,-105.1621389,4403
96MT,45.6655,-108.7173333,1443
20MT,47.69166667,-104.5880556,2921
1MT7,47.42106944,-111.1585778,3100
27MT,48.32191667,-114.3274722,1000
HRF,46.25463056,-114.1246028,5200
RED,45.18483333,-109.2577083,4000
31MT,47.23645,-111.3023167,1337
7U8,47.62641667,-105.0795833,2690
U05,46.31735278,-113.30515,3599
RC0,46.72715,-113.6575944,4100
7S0,47.56716667,-114.1010833,4798
98MT,46.44281389,-114.0031833,2500
7S8,48.99855556,-111.9782222,2900
RPX,46.475,-108.5434167,5099
41MT,48.08715,-116.0462667,775
RVF,45.53541667,-112.3022778,6000
MT34,46.13331944,-107.5506306,2500
M42,46.72431111,-110.4178278,3000
2MT1,48.48305556,-113.9594444,2500
8U0,46.29047222,-109.2476944,3440
MT79,47.58415556,-108.7090417,2600
MT37,48.12467778,-114.2404028,2600
MT89,48.25788889,-114.1734167,1900
8U1,47.10413889,-107.5029167,2400
14MT,48.61789722,-110.3270611,3490
15MT,48.50041667,-105.9097222,1500
8U2,48.07961111,-113.245,3200
9S2,48.80772222,-105.4394722,4020
8U3,48.99952778,-105.40025,3330
23S,47.18194444,-113.4452222,4575
SBX,48.54069444,-111.87125,5005
PWD,48.789,-104.5229722,3900
SDY,47.70686111,-104.1925556,5705
MT74,46.10694444,-104.415225,4000
40MT,46.70555556,-112.0694444,1400
44MT,45.64018333,-109.31215,1500
MT65,47.11694444,-109.3763889,2646
13MT,48.520825,-110.1132667,2300
2MT8,45.8151,-111.9259,3000
8U4,47.96166667,-113.5594722,3800
MT22,46.34501944,-113.6205333,2135
S64,47.14671667,-110.2297667,4200
8S0,48.601,-113.1153056,4051
02MT,47.98042778,-104.7089361,2700
1M6,45.28804167,-106.1452944,2268
32S,46.52511111,-114.0528056,3809
52S,47.325,-114.0808333,2610
3U4,45.60655556,-106.27425,3830
MT29,46.47889167,-105.8583389,3500
MT38,48.40335556,-105.1566472,2000
MT61,48.09282222,-114.1579611,1606
MT83,46.5716,-112.1808389,1500
8U6,46.77713889,-105.3131111,4300
THM,47.57349722,-115.2806556,4200
3MT3,46.12555556,-109.365,2800
9S5,45.87811111,-111.5694444,5099
B70,48.31386944,-111.1091417,2550
1S3,46.27115,-106.6239028,4799
06MT,48.55831667,-112.1092028,2200
MT18,48.28995,-114.1828667,1300
8U8,46.33123056,-111.4825861,4000
MT30,45.94019722,-114.1370306,1470
57S,48.48021944,-115.9035056,3570
9U0,48.85031944,-108.4037528,3612
5MT5,48.44888889,-105.8358333,2245
7S7,48.30014722,-112.2511417,3075
MT80,48.04307222,-105.6088889,1800
23MT,45.65723333,-111.0403333,1725
MT54,48.24385,-114.2442944,2600
4U7,45.86225,-114.21775,2600
HWQ,46.44861111,-109.8527778,4200
H28,48.99998889,-112.7925806,4440
58S,48.40801944,-114.299575,2560
7S6,46.49579722,-110.9117583,6304
1MT9,45.78916667,-108.6844444,1900
3MT9,46.47156389,-113.4924611,960
9U1,46.04954444,-110.6849556,3100
9S7,47.55538889,-109.3867083,4400
7S2,46.97666667,-108.365,3130
7S4,45.59158889,-113.459225,3445
02T,45.77002778,-112.9804722,4050
GGW,48.21244444,-106.6148056,5002
6S3,45.630525,-109.2392139,3800
WH0,47.77944444,-109.0786111,1200
1MT3,46.55805556,-112.4125,1800
22MT,48.12809167,-114.1698083,2596
WYS,44.68838889,-111.1176389,8400
MT51,48.27696667,-105.9616806,2640
MT08,47.90833333,-108.5002778,3800
8NC,34.57611667,-79.24881667,3600
NC21,34.99181667,-80.74840278,2400
W88,36.17361111,-79.80305556,2460
OAJ,34.82916667,-77.61213889,7100
NC59,35.85068889,-81.14396944,2700
NR40,35.82083333,-77.37888889,3200
AFP,35.02063889,-80.07711944,5498
1NC6,35.05598333,-80.45006667,2800
HBI,35.65452778,-79.89475,5501
GEV,36.43247222,-81.4185,5002
AVL,35.43611111,-82.54204722,8001
1NC2,35.65472222,-80.78944444,1700
7A8,35.94536111,-81.99622222,3001
NC99,35.67431944,-78.60722778,2200
79NC,36.13431667,-78.28193889,2459
NC44,35.46694444,-78.68388889,2300
NC64,35.52777778,-80.69666667,2000
4NC4,35.40648889,-80.35805,2074
NC43,34.12516944,-78.33805833,6000
08NR,35.21777778,-82.42611111,1400
1NC4,34.99543611,-77.25773333,3000
74NC,35.09638889,-76.62972222,2000
38NC,36.47601389,-79.59543333,1700
HSE,35.23280556,-75.61780556,3002
3W6,34.54286111,-78.77816667,2850
NC02,35.21261944,-81.86649167,2000
NC14,36.19679444,-81.63955,2700
26NC,36.22291389,-80.71562222,1500
NC49,35.528425,-77.198175,1400
1NR7,36.27409444,-78.46880833,4400
4NC0,35.89905,-80.61765556,2000
NC05,35.40875,-80.79423889,3850
NC29,35.62013889,-80.59756389,2200
44NC,35.54333333,-80.65194444,2200
87NC,34.91611111,-78.60027778,2100
8NC6,35.69373333,-79.41095833,2200
6NC4,35.90568889,-81.139525,1400
46NC,34.89277778,-80.37333333,1500
4NC8,35.42236111,-80.62062222,2600
9NR8,34.79216389,-79.19789444,2780
BUY,36.04972778,-79.47300833,6406
27NR,35.46944444,-78.65444444,2000
NC20,35.08986111,-77.17083333,1840
4NC6,35.44130556,-82.48208333,2680
SUT,33.93081667,-78.07336389,5505
NR82,34.09722222,-78.71972222,2000
2A5,35.91178611,-79.61764444,3800
NC77,35.45569444,-80.57562222,2700
NC22,35.22753333,-78.55518333,1000
CLT,35.21375,-80.94905556,10000
EQY,35.01741667,-80.62205556,7001
58NR,35.42530556,-77.59733333,1600
6NC7,34.75138889,-76.90611111,3000
CTZ,34.97493611,-78.36563056,5008
69NC,35.4335,-81.84575,2200
3NC0,35.69040556,-81.71231944,1750
EWN,35.07285556,-77.04301944,6452
CPC,34.27286944,-78.71498611,5500
JQF,35.38776944,-80.70913333,7402
88NC,35.6325,-80.68527778,2000
NC36,36.20888889,-75.86444444,1825
NC81,35.75181667,-78.85973056,2450
81NC,34.04083333,-78.74,3300
6NC0,35.28906389,-78.17959444,2800
3NR4,36.28083333,-76.33666667,3100
86NC,36.26251667,-76.49144167,2900
7NC5,35.93118333,-78.24475278,2500
ONX,36.39994167,-76.015425,5502
EYF,34.60180556,-78.57926944,5006
09NR,35.65,-79.65,1800
MQI,35.91898333,-75.69553611,4305
NC03,35.90689444,-79.98981944,2700
EXX,35.78114167,-80.303775,5004
05NC,34.75944444,-76.64472222,1400
8NC4,35.72986389,-79.31279444,2000
8NC1,35.37626667,-79.24085833,2400
NC11,35.74153889,-78.92473056,1950
NC56,36.20472222,-78.46888889,1600
1NC0,35.72208056,-79.94142778,2300
N26,35.13388889,-79.63,2600
54NC,36.23944444,-76.41722222,2700
NC97,35.36874444,-81.52358889,1600
NC87,34.88182778,-76.94272222,1400
7NC,35.73168889,-76.67125833,4195
19NC,36.064875,-77.92303889,2400
15NC,36.23972222,-76.97388889,1800
28NR,35.3475,-81.995,1450
N83,36.19513611,-80.00531667,2000
NC82,34.66961389,-78.70251667,2186
76NC,36.159875,-77.62469722,3000
DPL,35.00003611,-77.98165833,6003
13NR,36.2975,-80.16166667,1900
9NC8,35.68688889,-79.21880556,3800
6NC3,35.08638889,-78.77222222,3000
9NC3,35.07083333,-80.56638889,2650
ECG,36.26058333,-76.17455556,7219
ZEF,36.28,-80.78605556,4001
2NR2,34.45777778,-78.61833333,2000
NC06,36.16040278,-81.89678056,4600
NC84,36.04256111,-77.37721944,3335
NC45,36.21722222,-77.6375,3200
NC39,35.52430556,-80.64784444,2600
52NC,34.84456389,-77.2662,2400
50NC,35.545,-80.66861111,2450
NC71,34.91794167,-79.05253056,2300
FAY,34.99121111,-78.880275,7709
63NC,35.27514444,-78.43386389,1600
64NC,35.90194444,-79.7725,1800
FFA,36.01758333,-75.67158333,3000
N08,35.55666667,-77.56055556,2500
1NC3,36.18071389,-76.14909444,2500
22NC,35.82111111,-79.46833333,2400
9NC2,35.21821944,-78.79641111,2850
3NC5,35.81336944,-81.06924167,2000
2NC6,35.79958333,-80.39616667,1780
0NC8,35.75569444,-80.73534722,2300
36NC,35.62916667,-81.34375,2007
MRN,35.82022222,-81.61141667,5500
58NC,35.34838889,-82.05255556,2000
78NC,35.54334444,-78.75046111,2780
AKH,35.20262222,-81.149875,3770
BQ1,35.34166667,-79.43694444,2538
45NC,36.52805556,-77.45472222,1750
NC25,35.50902778,-80.31116944,3000
2NC8,35.52541667,-80.63978889,1300
28A,35.12098056,-80.58728889,2350
2GC,34.89369167,-78.84353056,3500
NC58,35.92096667,-81.12008056,2000
IXA,36.32979167,-77.63523056,5500
32NC,34.89638889,-79.04305556,2000
75NR,36.09201389,-80.788975,1913
HRJ,35.38015556,-78.73223611,5005
NC01,36.09622222,-76.32705556,5291
2NC1,34.99743889,-80.80164167,1800
07NC,34.83320556,-80.75117778,2000
NR94,36.52306667,-80.277625,1100
ACZ,34.71786111,-78.00388889,4153
HNZ,36.36114167,-78.52982778,5501
0A7,35.30761667,-82.433175,3075
N97,35.83013611,-80.10754444,2500
62NC,34.93682778,-76.94466667,2200
HKY,35.74114444,-81.38955,6401
N61,35.87374722,-79.52752222,1400
NC72,35.451025,-78.15942778,2000
0NC1,36.25811667,-79.48574444,2000
NC73,35.43877778,-76.44936944,2750
NC40,36.49972222,-79.11861111,1700
N21,34.49049167,-77.532125,3591
66NC,35.17444444,-77.48361111,2800
7W6,35.56203611,-75.95565556,4700
N52,34.86381667,-80.74798333,3309
24A,35.31721111,-83.20970278,3210
NC54,34.87766389,-76.35658333,3000
9NC4,36.50944444,-76.66416667,2000
NR77,35.48611111,-78.85027778,2344
35NC,35.53833333,-80.75138889,2100
10NC,36.34305556,-77.50944444,2450
JNX,35.54093889,-78.390325,5500
NR02,35.23777778,-79.99555556,3900
71NC,36.26333333,-79.44972222,3000
N88,35.926525,-79.627525,1400
7NC3,35.59638889,-78.09861111,3480
ISO,35.33143056,-77.60883056,11498
14A,35.61386944,-80.89943056,3147
8NC8,36.06014444,-78.78333889,3200
N92,35.5743,-81.1173,2400
18NC,35.88901944,-81.61370833,750
29NC,36.09058333,-79.17080278,2200
NR42,35.45222222,-81.45906111,1550
MEB,34.79217222,-79.36589722,6503
NC12,35.38961111,-76.78465556,5070
16NC,36.19611111,-76.66527778,2600
7NC7,36.34680556,-80.17365833,1700
IPJ,35.48314167,-81.16150556,5700
0NC7,36.35722222,-79.9975,1700
6NC1,35.5918,-81.07952222,3000
80C,36.06051389,-80.6901,2000
1NC8,35.51583333,-80.25805556,2250
NC26,35.66074167,-80.97333889,3000
NC27,35.944575,-81.49009444,3200
LBT,34.60980556,-79.05955556,5502
4NC9,35.4485,-80.34258333,900
1A5,35.22231111,-83.41999722,5000
6NC8,35.93819167,-80.38449722,2500
MCZ,35.86219167,-77.1782,5000
70NC,36.54458889,-78.14805,3000
3NC7,36.51929444,-81.13675278,1300
3NC6,35.31180833,-80.64423333,2300
3NC4,35.05348333,-80.40895278,4000
24NC,35.12722222,-80.475,2500
59NC,36.09735833,-79.55530278,2200
N63,36.301525,-80.14838056,2725
NC28,36.20015833,-76.23576667,3600
9NC9,36.21013611,-79.89503611,1500
MRH,34.73375833,-76.66035556,5004
RUQ,35.64588333,-80.52029167,5501
NC34,35.97892222,-79.12686111,2500
NC30,35.61402778,-80.74145833,2060
17NC,34.46628056,-78.32861389,2100
43A,35.38465,-79.79026667,4002
SOP,35.23742222,-79.38903333,6503
NC00,35.56,-79.19361111,2000
48NC,35.78110556,-80.41712778,1200
6NC9,35.20210833,-77.75053056,3000
2NC0,35.868725,-82.34179444,2900
20NC,35.59235556,-81.05591111,2000
NC37,36.34013611,-79.84114722,2000
MWK,36.46136111,-80.55321111,5500
W40,35.22145556,-78.03861667,5254
53NC,34.37875556,-79.07928611,2000
NC61,36.45944444,-76.21083333,2150
NC10,36.54181389,-78.05804722,1900
4NC2,35.5453,-78.59281111,1400
EDE,36.02858889,-76.56976667,6001
00NC,36.08515,-78.37138611,2650
W95,35.10116667,-75.96597222,2998
60J,33.90931944,-78.43468611,4198
8NC7,34.93543056,-77.27342222,2200
6NR6,35.66222222,-81.87277778,1250
4NC7,35.69626389,-78.53750278,1700
51NC,35.86016667,-78.34533333,2300
GSO,36.10132778,-79.94112222,10001
03NC,34.10433889,-77.90416667,3000
7NC2,36.25349444,-75.78852222,3450
82NC,35.30805556,-79.07333333,1400
NC42,36.06736111,-80.70111111,1700
NR10,35.05071944,-77.73608611,2800
PGV,35.63569444,-77.38408333,7175
5W4,35.01985833,-79.19100278,3402
PMZ,35.81078056,-76.75836944,5500
NC19,35.39180833,-80.57562222,3400
NC31,35.76485833,-80.02420833,1800
NC15,35.95707778,-80.97896389,2500
NR20,35.03055556,-79.23666667,4200
RDU,35.87763889,-78.78747222,10000
W17,35.79772222,-78.43700833,3000
TTA,35.58243889,-79.10133889,6501
TDF,36.28461111,-78.98463889,6005
5NC3,35.29938611,-80.45783333,2000
RCZ,34.89130278,-79.75959722,5001
1NC5,35.93319444,-78.34858333,2000
NC32,36.02583333,-80.43638889,2500
30NC,36.04861111,-80.45694444,2700
NC63,36.13513611,-80.18476944,1500
NC86,34.73361111,-78.75305556,3300
SIF,36.43721667,-79.85100833,5200
RWI,35.85625278,-77.89193333,7099
84NC,35.27333333,-79.24861111,2155
70NR,35.21946667,-78.36686111,2655
FQD,35.42822222,-81.93507778,5000
NC48,34.75010833,-78.06151944,3000
NC75,35.89833333,-80.72027778,1200
2NC7,36.16793333,-77.39885833,3000
2NC4,35.33794167,-78.15471667,1350
EHO,35.25575,-81.60076389,5001
9A9,35.72068056,-82.00983056,3340
SCR,35.704275,-79.50429722,5000
NC52,35.72846111,-81.72898611,3600
NC67,35.46777778,-82.4525,2600
NC50,36.460125,-81.36148611,1460
N22,34.71085278,-77.58498611,3610
41NC,35.52180556,-80.522,2000
25NC,35.63333333,-79.71,3100
INT,36.13371389,-80.22198889,6655
9NR0,36.21805556,-79.17722222,1416
57NC,35.42648333,-83.45821389,2265
3A4,35.94194444,-79.6855,3063
61NC,34.871275,-78.96558333,4000
NR04,35.96027778,-81.17305556,1600
05N,35.48218333,-77.355775,1850
NC93,35.77777778,-80.50138889,1850
7NC9,35.72735833,-79.91114722,1400
42NC,35.95777778,-78.17055556,1200
7NC1,34.52794444,-77.85026111,4000
VUJ,35.41669444,-80.15079167,5499
60NC,34.70516111,-77.05105833,2800
SVH,35.765,-80.95388889,7003
NC09,35.88424167,-80.77276389,2000
89NC,34.26638889,-79.02361111,2642
5NC2,35.98486111,-80.51141667,2424
NR37,35.05722222,-77.46194444,2117
78A,36.20235556,-80.86812778,2600
06NC,34.8275,-78.93027778,2600
5NC1,35.79319444,-80.51228056,2100
ETC,35.93726389,-77.54648056,3999
NC2,35.93083333,-81.19666667,2400
5NC5,35.98152778,-79.27307222,3500
6NC5,36.02497222,-77.65939444,1800
NR88,35.28083333,-79.38777778,2300
01NC,34.47527778,-77.58138889,3200
3NR3,35.27027778,-82.64416667,2903
LHZ,36.02334722,-78.33026389,5498
ASJ,36.29752778,-77.17086111,4501
9NR7,35.01833333,-78.56583333,2200
4NC5,34.73043889,-77.05050278,2750
5W5,35.62038889,-78.70027778,3004
3NC3,35.24694444,-80.4075,1800
NC08,35.08536944,-83.73628056,2700
8NC2,35.28928889,-81.7851,2500
8A7,35.91491389,-80.45680556,2943
NC69,34.87100278,-78.47417222,2300
NC66,36.13126667,-77.2958,3400
94NC,35.00961111,-79.26003333,2600
6A5,36.324,-79.70933333,2550
OCW,35.57047222,-77.04980556,5000
GWW,35.46055556,-77.96491667,5500
3NC1,36.20541389,-80.65839722,1800
62NR,35.42944444,-80.45027778,1800
RHP,35.19523056,-83.86303889,5500
56NC,35.20666667,-82.03194444,1500
08NC,36.06763611,-80.46561111,3200
4W4,36.28347222,-79.07890278,1950
23NR,35.56055556,-76.23472222,3300
6NC2,35.51125,-80.55811944,1550
UKF,36.22360278,-81.09860556,6200
09NC,35.329325,-79.030025,2400
9NC7,35.36972222,-80.44,2300
ILM,34.27113889,-77.90288889,8016
W03,35.77040556,-77.96979167,4500
E40,35.65207778,-81.35786389,2175
47NC,35.13805556,-78.82277778,2890
4NC3,35.22751389,-78.81726111,2850
77NC,34.15211389,-78.10555,3500
68NC,36.39958333,-79.12806944,2150
8NC9,35.30722222,-82.43361111,2400
9NR4,35.355,-80.43138889,1500
NC17,34.98016389,-76.30796944,2400
3NC9,35.87816389,-79.08702222,1600
6W4,36.39977778,-79.39269444,1735
NC65,34.55961389,-78.26805278,3200
NC13,35.75377222,-79.667825,3000
17NR,34.78376944,-78.57695556,2000
8ND0,48.90139444,-99.01679722,2550
23ND,47.07146667,-98.223875,2417
NA10,48.38055833,-99.03374444,2000
NA65,48.53138056,-97.62814167,2140
1A2,47.11263611,-97.20814722,3100
ASY,46.02315556,-99.352575,4363
8ND5,46.76386389,-97.40536944,2500
61ND,47.94749167,-97.66203333,2000
NA99,46.55051944,-97.03203056,2500
BAC,46.94120556,-98.01801389,4202
20U,46.92516667,-103.9820556,4200
18ND,46.77909444,-100.5148556,2150
NA30,48.270675,-101.3990556,1500
72ND,47.6611,-97.59203333,2600
4NA5,48.28834722,-101.8282194,1760
95D,47.25121389,-101.8150444,4030
BIS,46.77273333,-100.7457389,8794
9NA4,48.66613333,-101.8907194,2600
D09,48.83047222,-100.4173056,3700
NA06,47.862775,-98.97261667,1600
5B4,48.80975,-102.2454444,2900
BWW,46.16551944,-103.3007417,5701
0NA9,46.75001389,-103.8010333,2200
ND62,46.84833889,-102.4579556,2400
08ND,47.32306389,-102.0976722,1300
19ND,47.73333056,-98.48871111,2600
2ND9,48.81668889,-101.9171083,5280
ND09,47.18865,-98.165575,2500
7ND5,47.35971944,-99.62261667,3600
9D7,48.48002778,-99.23638889,3500
46D,47.45111111,-99.15133333,4198
5N8,46.85394444,-97.20786111,3901
2ND3,48.00081389,-97.12243611,1900
2C8,48.78372222,-97.63197222,3299
NA81,47.62831111,-97.086475,2000
6NA5,46.91278333,-102.00905,3800
NA90,47.46666389,-101.2226556,1900
2ND5,47.64199167,-100.8212417,2218
ND98,46.76083333,-100.6552778,2100
D49,48.89941389,-102.7922917,2560
S32,47.42277222,-98.10587222,3500
5ND3,48.85554444,-97.32201667,1600
D50,48.9283,-103.2975806,3800
ND90,45.96663056,-97.73371111,2500
NA60,47.23497778,-97.03841944,2600
5ND9,47.48470278,-97.07480833,4400
DVL,48.11658333,-98.91,6401
DIK,46.80090556,-102.8033278,7301
NA98,46.30250833,-103.1701722,2000
D29,48.61851389,-97.17589722,2596
9Y1,47.39133056,-102.7718139,4200
51D,46.34969444,-98.735,3600
Y71,46.38275556,-101.8449028,2842
4.00E+07,46.01633333,-98.51569444,3499
ND99,46.72024167,-96.80952778,2640
3NA0,47.41665278,-97.51148056,2600
D24,47.659725,-99.66095556,2940
ND22,47.68333333,-101.6004417,2400
ND43,48.20414444,-101.4045167,4000
ND14,48.23620278,-97.79918056,2533
7ND8,48.85222778,-98.74818333,3400
44ND,47.52778333,-102.2412861,2500
ND16,47.44167222,-102.2421194,1700
ND60,47.95887778,-97.47980833,2000
6ND6,47.51665556,-97.55036944,2200
9G9,46.62156389,-99.16446389,1620
3ND5,47.06109167,-97.77121389,2400
ND26,47.89965,-103.6628694,2162
37N,47.48272778,-101.4081472,3195
D05,47.65604444,-101.4368028,3699
ND20,47.70415,-97.35008611,2600
ND47,46.64080556,-97.55112222,2450
1NA5,46.62497778,-99.45038611,2300
0ND0,47.92917222,-99.40040833,2600
D57,46.81430556,-101.8651944,3799
0NA1,46.24551389,-97.03758611,3400
88ND,48.70888333,-97.99398889,2000
GFK,47.94727778,-97.17377778,7351
ND59,46.98747778,-97.52953611,2600
GWR,46.21827778,-97.64336111,5000
14ND,46.20778611,-102.9084944,2120
NA55,46.26606944,-97.01619722,2600
BWP,46.24429444,-96.60715556,5100
5H4,47.79122222,-99.93175,3600
8NA9,47.32804444,-97.67898333,2500
6H8,46.48221667,-100.2637333,3800
FAR,46.92063889,-96.81575,9001
HEI,46.01488889,-102.656,4652
8ND4,48.07359444,-97.18618889,2500
41ND,48.14051111,-101.1473667,1750
3H4,47.35940833,-97.06041667,3301
9ND8,48.78554722,-97.67231111,2100
NA18,48.41335833,-103.8357611,2000
ND85,46.49305556,-100.1788889,2300
GAF,48.40471667,-97.37095556,4074
7NA4,47.51720833,-97.33370278,2000
ND24,48.14026944,-97.67258611,2400
S28,48.99730556,-100.0436944,3005
NA17,46.94274722,-96.92897222,3000
JMS,46.92972222,-98.67819444,6502
NA12,47.43166389,-100.8415278,1700
2ND7,48.75168056,-100.8140361,4000
NA32,46.89859722,-98.85871667,2400
NA86,47.33332222,-97.90093056,4100
ND18,48.50640833,-101.216825,2500
8ND6,46.71275,-97.390925,2600
ND10,46.99130833,-102.7952222,1891
16ND,46.696775,-100.5967889,2300
7K5,48.66761389,-102.0480028,3700
4ND1,47.79275833,-97.15369444,3440
NA07,48.88661667,-100.6947194,2640
2ND0,46.81441389,-97.04981111,3175
NA05,46.61219444,-97.43564722,2500
ND49,46.22357222,-97.13036667,2310
D03,46.30676389,-98.93883333,2800
84ND,48.000825,-97.75703333,1850
5L0,48.02891667,-98.32575,3500
4F9,46.34728056,-98.28148611,3400
25ND,46.86658889,-100.9864472,1478
2L1,47.90671389,-97.64097222,2914
6ND2,46.25885556,-98.38787778,3500
D31,48.28500556,-99.40219722,3000
4N4,46.08918333,-97.16613333,2220
8NA5,46.66303611,-98.630375,2800
NA75,47.67638889,-99.3904,2640
ND35,46.699975,-97.70038056,1800
4NA0,48.00835833,-103.5907528,1800
NA13,48.12208056,-100.9404417,5000
7L2,46.22064167,-100.245625,3700
6L3,46.44697222,-97.72821667,3397
6ND3,47.06969444,-96.94063889,2500
ND72,47.68444167,-100.08485,2860
3NA2,47.30277222,-101.0670917,1200
NA84,46.80053889,-99.00510833,2460
6D3,47.98026389,-99.52695833,3000
2ND2,47.56694444,-100.7212472,2600
Y19,46.76797222,-100.8943611,4399
6NA6,48.61951389,-100.9800389,1602
D56,47.47684167,-97.32808056,3300
NA71,46.99581944,-99.67121667,2640
7G2,47.46204722,-100.4872306,3136
8M6,47.77031667,-98.18491389,2500
HZE,47.28994444,-101.5809722,4999
81ND,48.38862778,-101.044875,2400
4R6,46.25829444,-97.43786944,2210
MOT,48.25763889,-101.2780278,7700
D06,48.29260278,-97.39402222,2396
NA56,46.30218333,-96.99147222,2790
HBC,48.76888611,-101.5376417,3600
62ND,47.77915833,-97.75953056,2600
NA54,45.95499444,-100.4420722,2600
3P3,46.35916111,-102.3282444,4001
ND89,47.05582222,-98.50703889,2000
5B5,46.49421111,-99.75936944,3220
ND01,47.04309167,-97.18619167,2440
05D,47.96785556,-102.4781167,3416
4NA6,48.455025,-103.87965,2000
4V4,47.72488889,-97.58981111,3160
70ND,47.93313611,-101.1481778,1500
2D5,46.17329722,-98.08003889,3505
57ND,46.6083,-97.05953333,2100
03ND,48.62638333,-97.82898333,2600
27ND,48.57863056,-103.4659778,2275
64G,47.17019444,-97.48191667,2600
Y37,48.39408333,-97.78076944,3100
Y74,47.93568333,-102.142125,3208
NA49,48.417775,-100.0545806,2000
PMB,48.94241667,-97.24066667,3798
ND86,48.56388889,-103.9630556,2178
ND73,47.04830833,-97.25564444,2300
4NA3,48.85724167,-101.3021028,2600
55ND,47.35556944,-102.7107417,2500
ND75,47.71999722,-100.2690194,3000
NA79,47.40416389,-100.8823639,1760
12ND,48.29550278,-101.4274917,1385
34ND,46.70580278,-97.15647778,2600
89ND,47.91107778,-101.2494583,1700
1NA8,46.69054167,-100.0953861,2250
ND25,48.06455,-102.9095917,2430
ND53,47.04638889,-97.38805556,2635
ND07,47.00328889,-97.40664167,2600
ND40,46.81665,-99.25038889,2500
NA88,47.22388333,-100.4234528,2500
ND38,47.95834167,-99.53652222,2200
4.00E+08,46.89581667,-102.3567444,3822
52ND,47.189425,-97.28953333,3340
ND02,47.81110278,-97.96009444,2600
4NA1,48.24277778,-103.6863889,1700
NA33,48.00111667,-99.92596389,2650
3NA6,47.77055833,-99.46179167,1950
K74,46.64873056,-96.99900833,3300
D55,48.75313056,-98.39376944,3600
2H9,48.66686389,-99.85316111,3400
06D,48.88441667,-99.62092778,4300
21ND,48.58228056,-100.8548472,2500
RUG,48.39036111,-100.0242778,3600
NA38,47.95056111,-99.42957778,2640
4ND8,46.35412778,-97.11703056,3300
NA02,47.70497778,-97.05480556,1770
